MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
3362.json	com.facebook.login.widget.ProfilePictureView.Anonymous-028ab5bf-c802-4b03-9104-119c3d5f490b.onCompleted(com.facebook.internal.ImageResponse)	noCall	noCall	true	2233
1084.json	com.facebook.appevents.AppEventsLogger.clearUserData()	noCall	noCall	true	96
3292.json	com.facebook.login.LoginManager.getOtherPublishPermissions()	noCall	noCall	true	1349
3364.json	com.facebook.login.widget.ProfilePictureView.processResponse(com.facebook.internal.ImageResponse)	3363.json,3362.json	com.facebook.login.widget.ProfilePictureView.sendImageRequest(boolean),com.facebook.login.widget.ProfilePictureView.Anonymous-028ab5bf-c802-4b03-9104-119c3d5f490b.onCompleted(com.facebook.internal.ImageResponse)	true	2274
3754.json	com.facebook.fbloginsample.PermissionsActivity.onCompleted(com.facebook.GraphResponse)	noCall	noCall	true	389
561.json	com.facebook.internal.WorkQueue.validate()	noCall	noCall	true	2287
1541.json	com.facebook.AccessToken.getExpires()	1529.json,1530.json,1520.json	com.facebook.AccessTokenManager.Anonymous-ba56e042-4a05-4f57-a95c-a784f06e661c.onBatchCompleted(com.facebook.GraphRequestBatch),com.facebook.AccessTokenManager.refreshCurrentAccessTokenImpl(com.facebook.AccessToken.AccessTokenRefreshCallback),com.facebook.AccessTokenManager.setTokenExpirationBroadcastAlarm()	true	2353
15.json	com.facebook.GraphResponse.createResponseFromObject(com.facebook.GraphRequest, java.net.HttpURLConnection, java.lang.Object, java.lang.Object)	14.json	com.facebook.GraphResponse.createResponsesFromObject(java.net.HttpURLConnection, java.util.List<com.facebook.GraphRequest>, java.lang.Object)	true	2348
353.json	com.facebook.internal.ImageDownloader.prioritizeRequest(com.facebook.internal.ImageRequest)	null	com.example.scrumptious.picker.GraphObjectAdapter.prioritizeViewRange(int, int, int)	true	1507
2837.json	com.facebook.share.model.ShareLinkContent.Builder.setContentDescription(java.lang.String)	noCall	noCall	true	1349
3542.json	com.facebook.places.internal.WifiScannerImpl.initAndCheckEligibility()	3544.json	com.facebook.places.internal.WifiScannerImpl.isWifiScanningEnabled()	true	594
3439.json	com.facebook.login.widget.LoginButton.LoginClickListener.performLogin()	noCall	noCall	false	965
3224.json	com.facebook.login.DeviceAuthMethodHandler.describeContents()	noCall	noCall	true	1055
1764.json	com.facebook.share.internal.VideoUploader.enqueueUploadFinish(com.facebook.share.internal.VideoUploader.UploadContext, int)	1780.json	com.facebook.share.internal.VideoUploader.FinishUploadWorkItem.enqueueRetry(int)	false	1313
3652.json	com.example.switchuser.ProfileFragment.setProfile(com.facebook.Profile)	3643.json	com.example.switchuser.ProfileFragment.Anonymous-faea84cf-34db-4bc1-9c1c-74edd43e0c3f.onCurrentProfileChanged(com.facebook.Profile, com.facebook.Profile)	false	2260
1179.json	com.facebook.appevents.codeless.CodelessMatcher.MatchedView.getView()	noCall	noCall	false	168
2121.json	com.facebook.internal.FragmentWrapper.getActivity()	2021.json,null	com.facebook.internal.FacebookDialogBase.getActivityContext(),com.facebook.login.LoginManager.FragmentStartActivityDelegate.getActivityContext()	true	1118
2335.json	com.facebook.share.internal.WebDialogParameters.create(com.facebook.share.model.GameRequestContent)	noCall	noCall	true	1349
121.json	com.facebook.internal.AttributionIdentifiers.getCachedIdentifiers()	287.json	com.facebook.internal.FetchedAppGateKeepersManager.getAppGateKeepersQueryResponse(java.lang.String)	true	6
3133.json	com.facebook.login.LoginClient.notifyBackgroundProcessingStart()	3178.json	com.facebook.login.GetTokenLoginMethodHandler.tryAuthorize(com.facebook.login.LoginClient.Request)	false	2182
609.json	com.facebook.internal.FetchedAppSettings.getEventBindings()	null	com.facebook.appevents.codeless.CodelessMatcher.ViewMatcher.run()	true	168
